,Business Name,Funded
7062,"17-85 215 Street Owners, Inc.",104985.0
6958,Titan Tiburon LLC,104940.0
4413,Savage River Lodge LLC,104906.0
3648,St. Bernard Redevelopment LLC,104893.0
7560,Sirob Imports,104850.0
2278,HWorld Real Estate LLC,104807.0
2503,Bradfordville Commons,104795.0
3560,Boyd Farms,104785.0
3240,McCall Farm,104757.0
7976,Wallowa Resources Community Solutions INC,104744.0
5012,"Posty Cards, Inc.",104515.0
1341,Sakura of Tokyo,104429.0
953,"Hurley Construction, Inc",104381.0
9498,HOJ Engineering & Sales Co. Inc,104378.0
3003,Ishihara Market Limited,104374.0
2931,Avatar Solar LLC,104373.0
9998,Animal Eye Clinic,104327.0
3141,Tomorrow Comes Today LLC,104217.0
5605,Bourbon Street Land LLC,104181.0
8703,Richard Daniels,104100.0
2125,Solar PV Funding,103970.0
1114,Morgan Holdings LLC,103955.0
6066,"JDJ Development, LLC",103710.0
7792,Fortin Welding and Mfg. Inc,103694.0
1185,Orange Street Plaza LLC,103680.0
4757,Air-Lake Machine & Welding Inc,103583.0
5635,"Business Furniture, Inc.",103500.0
45,Alternative Solar Solutions LLC,103488.0
2311,"Sun Valley Beach Club, Inc.",103450.0
1787,Andy's Liquor Mart,103410.0
89,"Campbell Blacklidge Plaza, LLC.",103345.0
9096,"B&B Manufacturing, LLC",103194.0
5405,2ndSource.net Corporation DBA Technology Credit Inc.,103169.0
242,Nogales Imperial LLC,103162.0
8510,John M. Coleman,103155.0
1223,Pilot Peak Vineyard & Winery LLC,103039.0
4438,Sunstream Energy,103008.0
6273,MSMJ Associates,102919.0
3034,"Lalamilo Farm Partners, LP",102887.0
7135,"Post Dairy Farms, LLC",102870.0
2361,"Solar Energy Leasing, LLC (CEG)",102862.0
5421,446-60 E. 19th Street,102851.0
4763,"Artspace Grain Belt, LLC",102832.0
5648,Cardean LLC,102751.0
132,EL Montgomery and Associates,102684.0
5444,"820 Colfax, LLC",102601.0
8456,Hertz Equipment Rental Corporation,102590.0
1929,Hertz Equipment Rental Corporation,102590.0
8352,Donald Waver dba Smith Station Acres LLC.,102540.0
6171,Likaam Associates LLC,102396.0
6868,Wharton Hardware,102313.0
1462,Sunlogics Energy Solutions LLC,102311.0
1520,Tipsy Inc,102307.0
257,"Phoenix Metal Trading, Inc",102235.0
8235,B & G Paper Products Incorporated,102155.0
5367,"IGS Associates, LLC",102149.0
3660,"Get Solar Louisiana, Inc",102144.0
224,"Metal Works, Inc.",102060.0
4195,The Eagle Leasing Company,102047.0
520,3440 WSLY LLC,102026.0
9823,Garibaldi Ranch Ltd Partnership,102015.0
7100,Becker Dairy Farms,102000.0
143,"Firm, Inc.",101935.0
2139,"SS Pueblo, LLC",101813.0
7811,JEMM S1 Properties Ltd,101777.0
3727,AEng Leasing LLC,101763.0
2340,Vernon Pelican LP,101723.0
4957,"Drury Southwest, Inc.",101632.0
6835,Vivint Solar Inc.,101623.0
2331,575 Ellsworth NavCapMan LLC,101430.0
4615,Robert Bosch LLC,101324.0
184,"Itom A'e, L.P.",101299.0
4803,Lofts on Arts Avenue LLC,101152.0
4569,"European Tanning Club, Inc.",101088.0
857,"G&C Auto Body, Inc.",100995.0
9156,Green Earth Solar,100934.0
4055,Oriental Furniture Warehouse,100887.0
1531,"Traditional Stone, Inc.",100829.0
6466,"R & R Ceilings, Inc.",100800.0
4844,"Supercomputer, LLC",100747.0
5894,"FR02, LLC",100737.0
8752,Solebury Orchards,100707.0
9352,"Alpine 259 Partners, LTD",100684.0
3908,Great Bridge Attleboro Limited Partnership,100672.0
2194,"Whiting Farms, Inc.",100608.0
2242,AB Realty,100562.0
9840,Vosters Dairy Farm,100530.0
559,"Allen, Allen & Cinque",100500.0
1106,Mission Mobile Park,100458.0
9401,"MVR Ranch I, LP",100415.0
4229,Virtom Limited Partnership,100278.0
755,DDMMAS LLC,100120.0
8668,Physicians Care Surgical Hospital,100035.0
5920,Gates Realty Corp.,100019.0
7941,Pearl Road Auto Wrecking and Salvage,99987.0
3527,Indiana Veneers Corp,99987.0
4773,Braun Intertec Corporation,99980.0
4006,Metro West Provisions,99919.0
8579,Marigold Knob Farms,99918.0
5450,A&C LLC,99871.0
956,"IC Properties, LLC",99845.0
8606,Middle Creek Transport DBA Lloyd Nolt Trucking,99600.0
6867,WH Realty LLC.,99567.0
9319,Joseph Adam Corporation,99550.0
2900,"United Renewable Energy, LLC",99513.0
4290,Glenreed Affordable LLC,99509.0
6383,"Parkside Senior Housing, L.P.",99486.0
7470,"NordCon Realty, LLC",99466.0
8763,"Stockyards Development, Inc.",99458.0
3489,WCS Preservation Associates LP,99414.0
9179,"Huntland Grocery Co., Inc.",99375.0
2248,"BRCC Solar, LLC",99336.0
1156,Northwind Properties LLC,99290.0
9839,Scott Parr,99251.0
3235,"Lynele Farms, Inc",99150.0
3193,"BBS Holdings II, LLC",99150.0
3268,"Van Houweling Properties, LLC",99150.0
1607,Williams Selyem,99128.0
941,"HmUH-LS, LLC",99044.0
4857,Yellowthroat LLC,99000.0
4775,"Bro-tex, Inc.",99000.0
4769,Bellcomb Technologies Incorporated,99000.0
4706,"Krummalz Enterprises, Inc.",99000.0
4846,"Tangletown Gardens, LLC",99000.0
4829,"RDNT, LLC",99000.0
7086,"Baldor Specialty Foods, Inc.",99000.0
4707,"Krumreys Hometown Hardware, LLC",99000.0
4788,Florida West Limited Partnership,99000.0
4531,Johnson System Inc,99000.0
4778,Carlson Business Center LLC,99000.0
3239,"Mason City Red Power, Inc",99000.0
4755,9550 Freeway West Properties Limited Partnership,99000.0
7517,Richmond Hill Housing LP,98995.0
4446,TimberRock Energy Solutions,98985.0
20,"Southern Solar Systems, Inc.",98908.0
4805,Lyndale Gardens LLC,98901.0
6223,"Meckel Enterprises, LLC",98800.0
279,River Crossing Veterinary Investments LLC,98788.0
7543,Selux Corporation,98768.0
6177,Livingston Solar LLC,98703.0
5274,"Wright of Thomasville, Inc",98578.0
8711,Robert M. Casciato and Senya D. Isayeff Real Estate Partnership,98502.0
525,532 N. Sierra LLC,98374.0
6241,"Meyer & Depew Co., Inc.",98343.0
2434,Sol Sage Energy DE LLC,98288.0
7402,KeyBank N.A.,98235.0
6869,Whippoorwill Campground,98154.0
4811,"Medicine Lake Properties of Plymouth, LP",98143.0
4391,"New World Renewable Energy Leasing, Inc",98065.0
6876,Willow Pond Inc,98034.0
8595,MBC Properties,97890.0
637,Berkman Enterprises Inc.,97889.0
44,Alternative Energy Finance Corporation,97885.0
2902,"White Oak Pastures, Inc.",97840.0
5330,1850 Associates Limited Partnership,97803.0
8086,Rogue Creamery,97788.0
8772,sunONE II,97728.0
9547,Alternate Power LLC,97597.0
10000,Robert Fiedler Jr.,97569.0
2994,HEC Energy LLC,97559.0
3069,"Ohana Lea, Inc.",97530.0
4356,Glenview Housing Limited Partnership,97500.0
5528,ASM Solar LLC,97500.0
3221,James T Johnson,97500.0
5752,"Delson, Inc.",97478.0
5529,Aspen IV LLC,97453.0
827,Faraaz & Farhaan Inc.,97373.0
1045,Lp Investment (Comfort INN Lone Pine),97346.0
2967,"ESH Solar, LLC",97326.0
8231,Astro Dynamics Printing,97222.0
4810,"McCormick Computer Resale, Inc.",97165.0
5474,Aira Associates,97164.0
3528,"Johnson Melloh Solutions, Inc.",97085.0
4530,"H&K Braun Farms, Inc.",96884.0
7655,Westleigh Co.,96876.0
8794,"The Lawn Depot, Inc.",96782.0
7840,"Ohio PV Solar Development Six, LLC",96772.0
4718,NCS Pearson,96751.0
4738,Talk Inc.,96728.0
4272,Deerpath Worcester LLC,96665.0
8516,K&L Farms,96595.0
4240,"West County Equipment Rentals, LLC",96589.0
7601,"TechCity 22, 23 & 24, LLC",96578.0
6902,Young's Landscape Management Inc.,96556.0
6818,Upper Ferry Road Solar Associates Inc,96538.0
8564,"Lucifer Furnaces, Inc.",96508.0
9501,"Kennecott Utah Copper, LLC",96447.0
4824,"Phoenix Venture IX, General Partnership",96283.0
102,"Cloudbreak Phoenix III, L.P.",96255.0
7119,"Ken's Body Shop, Inc.",96180.0
8624,Nesmith & Co,96180.0
4228,"Vineyard Power Solar, LLC",96160.0
489,Bremner Farms,96159.0
7826,Midwest Property Associates Ltd,96080.0
1170,"Oaks Senior Housing, LP",96062.0
2330,"4 Sisters Bloomfield, LLC",96039.0
9499,Home View Technologies,96016.0
35,"300 N. Tanque Verde Loop Solar Power #1, LLC",96000.0
2484,Alta Systems Inc,96000.0
2085,Rustic Log Furniture Inc.,96000.0
7122,Ledge Farms,96000.0
2235,"Sprint Communications Company, L.P.",96000.0
833,Fern Valley LLC,95932.0
3559,Best Western Night Watchman,95902.0
6739,"Tablecloth Co., Inc.",95893.0
6270,"Moseley's Liquor Store, Inc.",95886.0
9833,Ray's Gas & Goodies,95862.0
1029,"LD Products, Inc.",95764.0
8422,HACAG,95738.0
3721,A. Richard Bonanno,95718.0
5518,Antiques Center of Red Bank,95710.0
2517,Coastal Recycling Services,95423.0
4924,Airmasters Corporation,95400.0
966,Infiniti Media Inc,95213.0
652,"Borges of California, Inc",95163.0
4256,Woods Hole Landholdings LLC,95144.0
7067,Concord Seaside Limited Partnership,95118.0
4749,"2445 Associates, LLP",95100.0
4796,"Jerry's Body Shop, Inc.",94965.0
4916,"MU Renewable Energy Company, LLC",94913.0
9122,Copper Cellar Corporation,94703.0
4248,"Whaling City Transit, Inc.",94500.0
2479,710 Oakfield Drive LLP,94500.0
7115,John F Tucker & Sons LLC,94500.0
944,Horton Tire Center,94456.0
2852,Hyponex Corporation,94405.0
9378,Fours's Inc,94370.0
5684,Clinton Street Lofts LLC,94258.0
9539,"Westmoreland Davis Leasing, LLC.",94245.0
6644,Sovereign Consulting Inc.,94212.0
3552,Earp Meat Company,94200.0
8834,Wilmer M. Groff,94172.0
7278,Crescent Packing Corp.,94080.0
4490,"Solar Gardens, LLC",94049.0
3334,Richard Chambers,93773.0
7853,"Scioto Valley Solar One, LLC",93761.0
6141,"LACO, LLC",93750.0
8568,Lyndon Hepler,93717.0
2042,"Positive Energy Colorado 10, LLC",93615.0
7346,"Gotham Greens Frams, LLC",93429.0
8712,Robert Peifer,93420.0
7618,"Total Electrical Distributors, Inc.",93388.0
6517,RSI Bank,93326.0
5679,Clayton's Self Storage at Mays Landing LLC,93305.0
2871,"McKenney's, Inc.",93261.0
5713,"Coppola Services, Inc.",93226.0
313,Solarvolt,93153.0
9189,James R. Jarrell,93150.0
9262,Soulat Kayasith,93150.0
911,"H&J Real Estate Holdings, LLC",93132.0
7794,G & S Titanium,93081.0
1652,"Fenton Scripps Landing, LLC",93000.0
5820,Elemental Container,92982.0
6154,"LaRosa Greenhouses, LLP",92925.0
8602,Meadowview K Farm,92897.0
6012,Hop Brook Properties LLC,92888.0
7996,"WCE Newberg, LLC",92881.0
9245,Rx Med LLC,92851.0
9286,The Mail Order Catalog LLC,92838.0
4166,"SunE CBRL1, LLC",92820.0
6872,Wildstein and Ott,92813.0
4359,Green Energy Utilities,92781.0
7910,The Huntington National Bank,92762.0
7759,Bowman & Landes Turkeys Inc.,92741.0
8819,Wanner Ford,92736.0
8621,MyWei Inc.,92633.0
9067,"Impervious Energy Systems, LLC",92614.0
5950,"Grant Industries, Inc.",92552.0
2129,"Solsbury Hill, LLC",92550.0
2422,Poplar Street Associates,92490.0
4748,"15400 Associates, LLP",92400.0
4797,Kevin Rohwer,92400.0
9554,"Colonial Orthopaedics, Inc.",92400.0
4833,"Russ Davis Wholesale, Inc.",92400.0
4762,"AQE Park, LLC",92400.0
6772,"Timber Creek Plaza, LLC",92384.0
2685,SunTrust Bank,92374.0
5800,East Jersey Commercial LLC,92331.0
4089,Ragged Hill Orchard,92250.0
2072,RMI2 Properties LLC,92221.0
2394,Delta Sales Corporation,92169.0
7489,Pastureland Dairy,92147.0
6093,Kalar Inc.,91964.0
2817,Coca-Cola Refreshments USA Inc.,91920.0
7653,"West Red Oak Lane, LLC",91859.0
6222,"Meckel Associates, LLC",91837.0
233,My Dentist,91800.0
1258,"R.J.M. Vineyards, LLC",91756.0
8738,Shenk's Hen House,91649.0
4604,"Northern Self Storage, LLC",91500.0
5611,Break Ground Realty,91496.0
7374,Hunters Ridge Co Richmond Heartland Inc,91476.0
9596,"ST CWC Woodlands, LLC",91394.0
9591,"ST AHC Clintwood, LLC",91394.0
9595,"ST CWC Radford, LLC",91394.0
5451,"A. Brooks Roofing, Inc.",91377.0
7842,"Ohio PV Solar Development Two, LLC",91369.0
8740,"Sikorksy Industries, LLC",91286.0
6686,"Styertowne Shopping Center, LLC",91264.0
9285,The Bailey Company Inc.,91238.0
3697,103 Clayton Street LLC,91219.0
7083,Ultra Flex Packing Corp,91213.0
2391,Cripple Creek Golf & Country Club,91136.0
8186,"Second & State Street Partners, LLC",91109.0
8775,"SunPower SolarProgram II, LLC",91042.0
6090,JVC Associates,91004.0
4845,"TALA, LLC",90930.0
723,Coca-Cola Refreshments USA Inc.,90836.0
7799,"GoSol, LLC",90800.0
1537,Triple S Farms,90759.0
7393,Jordan Trading Inc,90721.0
8571,M & T Self Storage,90720.0
8407,Glenn Weber DBA/Kings 625 Self Storage,90720.0
4147,Solemar at South Dartmouth LP - Claremont Corporation,90697.0
9594,"ST CWC Carriage Hill, LLC",90644.0
7547,Sentrale Construction Corp,90590.0
1969,Lewis Court Apartments LLLP,90565.0
5441,708 Stokes LLC,90511.0
8612,"Mllersburg Pharmacy, Inc",90476.0
9789,Clover Hill Dairy LLC,90462.0
9662,Housing PV 1 LLC,90417.0
6248,"Millburn Power Associates, LLC",90295.0
6651,"Spirit Express, LLC",90288.0
1362,Scott Paris Enterprises dba High Hand Nursery,90239.0
843,Flooring by Carstons Inc.,90210.0
6906,Hertz Equipment Rental Corporation,90140.0
8137,"12W RPO, LLC",90064.0
7371,Hotel De Point LLC,90000.0
5558,"Barton Carpets, Inc.",90000.0
4355,Glenarden Affordable LLC,90000.0
4440,"T.A.G.G. Enterprises, LLC",90000.0
6907,Lexins LLC,90000.0
3419,Barloworld Handling LLC,90000.0
6462,Quality Home Center,90000.0
6436,Powerpenn enterprise dba Brielle Sports Club,90000.0
5385,"1253 North Church, LLC",90000.0
7789,Flannagans-Dublin Inc,90000.0
2477,"6 Roscoe South, LLC",90000.0
1641,"Atherton Carmichael Apartments, LLC",89994.0
6645,Spartan Management Group,89987.0
4679,DK Pagel Wind Properties LLC,89985.0
6947,"Sierra Vista Growers, Inc.",89983.0
4677,"DDWE, LLC",89909.0
6068,Jefferson Solar Power LLC,89892.0
5480,Algonquin Two Solar LLC,89843.0
987,"Jack J. Engel MFG, Inc dba Creative Automation",89843.0
5834,"English Creek, LLC",89838.0
5675,"City Centre Plaza, LLC",89820.0
9512,"Rocky Mountain Recycling, LLC",89773.0
3040,M. Harada Enterprise LTD,89750.0
6857,WB Associates,89700.0
3253,Short Energy Wind Farm LLC,89700.0
4367,James Kurtz,89700.0
7399,"Karleo Realty, LLC",89620.0
9761,The Baseball Club of Seattle,89586.0
969,"Inland Bells, Inc.",89504.0
7323,"Fishkill Farms, LLC.",89475.0
5424,501 Broad LLC,89459.0
3575,Wind Power Energy,89400.0
785,"Eagle Ridge Apartments Solar, LLC",89324.0
7223,Austin Apartments LLC,89257.0
3576,Blevins Farm Inc,89250.0
9838,SCA Tissue NA LLC,89231.0
3927,Hertz Equipment Rental Corporation,89228.0
511,"178 Townsend Properties, LLC",89224.0
7177,"3 Webers Realty, LLC.",89130.0
4966,Grandview Road III LLC,89100.0
7845,"Power Building Associates, Ltd.",89060.0
6850,Walnridge Farm Inc,89022.0
2607,Lincoln Solar Three,88950.0
2507,Buchholz Solar One LLC,88950.0
2557,Glen Springs Solar Three,88950.0
2726,Williams Solar Two LLC,88950.0
2606,Lincoln Solar One LLC,88950.0
2589,Kanapaha Solar One LLC,88950.0
2590,Kanapaha Solar Three,88950.0
5711,"Cooke Building Associates, L.P.",88938.0
4678,Dick Gerhardt,88922.0
4474,"Messalonskee Stream Hydro, LLC",88920.0
7951,Robert D. Blackwell dba Blackwell Farms,88843.0
8754,Sonergy LLC,88770.0
7428,Lipson Family LLC,88755.0
4170,"SunGen Mill 77, LLC",88641.0
7748,"Ameridian Specialty Services, Inc.",88605.0
2950,Common Ground Kauai LLC,88604.0
5205,"Mechanical Contractors, Inc.",88453.0
8687,Radius Corporation,88416.0
6883,Wong Development Co,88407.0
6538,Sandcastle Development LLC,88399.0
9593,"ST AHC Wise, LLC",88394.0
9592,"ST AHC Tazewell, LLC",88394.0
7253,"C Kenneth Imports, Inc",88303.0
736,CPS Solar System LLC,88263.0
6913,3C Solar LLC,88255.0
7494,Peckhaven Farm,88226.0
4847,"Thorud, INc",88200.0
9085,Advanced Technical Ceramics Company,88153.0
3966,LAL-PSA D/B/A Pleasant Street Association,88153.0
4343,Euphoria Farms,88140.0
8808,US Plastic Coatings Corp,88110.0
7553,Shari Lynn Realty LLC,88071.0
8732,SEO Partnership,88031.0
8359,"Eagle Design Group, LLC",87975.0
6021,Hudson Solar Power LLC,87882.0
3557,"BCP Eastwind, LLC",87864.0
772,Dome Construction Corporation,87851.0
544,"Adobe Associates, Inc",87802.0
7904,Surgical Appliance Industries Inc,87750.0
672,"California Preferred Builders, Inc.",87744.0
2384,Barton's Rentals LLC,87743.0
7844,Philippo Family Limited Partnership,87710.0
7150,Wayne E. Phelps Eneterprises,87648.0
4995,"Make It Right - Solar, Inc.",87610.0
6537,Sand Pebble Motor Lodge,87563.0
6386,"Parsons Village Owners, Inc.",87546.0
1327,Ronald P Elvidge,87501.0
1098,Micron Instruments,87450.0
4146,Solect Energy Development LLC,87421.0
1543,UC Components,87414.0
5535,Athenia Mason Supply,87413.0
1817,"Callahan Renewable Energy Company, SBPS I, LLC",87403.0
5790,"Dynamic Engineering Consultants, PC",87300.0
1869,"Dove Valley Renewable Energy, LLC",87202.0
6668,SSE NJ002 LLC,87190.0
8037,"First Solar Partners, LLC",87185.0
6550,Schumacher Estates,87171.0
6609,"Singh Real Estate Enterprises, Inc.",87160.0
7017,"Kishan Group, INC.",87140.0
1677,"Solar Rain Bottled Water Company, Inc.",87116.0
7663,Anheuser-Busch,87065.0
7731,Myers Brothers Custom Butchering,87000.0
5604,"Botto's Sons, LLC",86940.0
5636,Butch's Car Wash,86940.0
8626,"New World Renewable Energy Leasing, Inc",86940.0
1546,United States Solar,86920.0
674,"California Tool & Engineering, Inc.",86914.0
5481,"Alister Associates, LLC",86814.0
125,"DW Holdings, LLC",86792.0
6397,Pennval Associates,86739.0
5259,"Sunstruck Energy, LLC",86727.0
7338,General Welding Supply Corporation,86711.0
6508,"Rodio Tractor Sales, Inc.",86630.0
986,"Jack Anthony Industries, Inc.",86595.0
909,"Guns, Fishing & Other Stuff",86580.0
4254,Wilson Family Limited Partnership,86493.0
3099,Ronald I. Nakatsu,86474.0
3566,Morning Star Farms,86438.0
8643,Overhead Door Co. of Allentown,86400.0
1234,"Post Street Realty Group, LLC",86331.0
5504,Ambro Mfg,86250.0
8706,Riverpark House Condominiums,86211.0
9213,Mallory Station Storage Group II,86184.0
9548,"Astrum Solar, Inc",86165.0
3558,"BCP Westwind, LLC",86153.0
5921,"GDB International, Inc",86100.0
8838,Wohlsen Construction Company,86097.0
7716,Chateau Tebeau Winery,85946.0
5559,Bassetti Photo Inc.,85890.0
3009,Joshua Stone,85888.0
4058,P & D Solar LLC,85851.0
1556,Vailetti Properties,85831.0
2973,"Finance Enterprises, Ltd.",85786.0
3339,"Wells Ag Supply, LLC.",85724.0
5733,Cumberland Valve Inc,85698.0
7796,Gardner Publicatons Inc,85537.0
7159,1262 Boston Road Realty Corporation,85522.0
7372,Howard J. Moore Company Inc,85500.0
7165,1490 North Clinton Avenue,85500.0
7284,"David Markowitz Metal Co, Inc",85500.0
8562,Lowell Sensenig,85500.0
5740,Dairy Maid Confectionery Company,85447.0
8581,Mark Rohrer,85378.0
9822,Fountain Prairie Inn and Farms,85364.0
7361,Hempstead Village Housing Associates,85362.0
3251,Russell Brothers LLC,85350.0
2977,"Frontline, LLC",85312.0
3818,"Community Energy, Inc.",85233.0
8662,Pequea Storage Sheds,85200.0
6773,Timothys Center for Gardening,85152.0
3662,"Gulf Coast Solar Leasing, Inc",85051.0
4382,Miller Commercial Properties LLC,85008.0
2828,Faulkner Enterprises Solar Energy llc,84982.0
6719,Sunrsie Sanctuary Partners LLC,84935.0
3156,Wailea Gateway Center,84886.0
8335,"Dave & Wayne Auto Center, Inc.",84830.0
4821,"Owens Companies, Inc",84771.0
4780,Coating Associates,84771.0
7272,Columbia Falls,84768.0
8521,Kautz Construction,84767.0
3556,"BCP Centerwind, LLC",84655.0
8452,Herr's Fruit Farm LLC,84633.0
5434,650 New Road Associates,84613.0
9304,"Wrigley Manufacturing Co, LLC",84580.0
9542,"Green kW Energy, Inc.",84575.0
162,Grand Sprinkler Inc,84574.0
7408,Kirchhoff Green Energy LLC,84557.0
1346,San Bernardino Villas LP,84477.0
7824,Miami Corp,84467.0
5495,Allwood Associates I,84448.0
4647,"Solar Tracker, Inc.",84250.0
3290,"The Sky Factory, LC",84247.0
6570,Self Storage Solar 10 LLC,84196.0
80,"Bleecker Properties, LLC",84180.0
6099,Karnak Corp.,84001.0
2160,Talbott Farms Inc.,84000.0
1423,South Coast Transportation Distribution,84000.0
9762,The Farmers Market Community Solar Project LLC,84000.0
8314,"Community Energy, Inc",83895.0
4390,New Market Mini Storage,83830.0
6514,Root 24 Hours Inc.,83777.0
6604,Shvarzblat Real Estate Holdings No 2,83633.0
667,Caifornia Pistachio Orchards,83564.0
5674,Circonix Technologies LLC,83511.0
5403,"246 Associates, LLC",83425.0
1592,Westchase Mini Suites,83423.0
8228,Arthur Funk & Sons Partnership,83413.0
9047,"Itron, Inc.",83192.0
789,EDMAR 1964 LLC,83151.0
9350,"AEG Power Solutions USA, Inc.",83048.0
3998,Mast Solar LLC,82993.0
4750,5901 Brooklyn Blvd LLC,82950.0
7214,"Arcadia Commons, LLC",82943.0
6542,SB South,82920.0
847,Francisco Properties,82906.0
8464,Hoch Enterprises LLC,82778.0
6150,Lalli Liquors,82692.0
6858,"Wee Beginnings Farm, LLC",82648.0
1908,Grand Junction Therapies,82637.0
8118,Timothy J. Melville,82632.0
1002,Judd Family Vineyards LP,82581.0
8419,"GTDAP, LLC",82550.0
7431,"Long Island Carpet Cleaners, Inc.",82500.0
5578,Berlin Medical Associates,82500.0
5632,Burlington County Eye Physicians,82500.0
7533,Rubicon Industries corporation,82500.0
5048,"UGA LLC, Uptown Theater",82500.0
6232,"Menz Restuarant, Inc.",82500.0
7266,Charles Scaturro & Sons,82500.0
7852,"SAS Automation, LLC",82454.0
4799,"King's Cove Marina, LLC",82377.0
864,Gerald Factor dba Excalibur Apartments,82376.0
9626,"Joneslan Farm, LLC",82369.0
9168,Hiwassee Builders Supply,82286.0
7722,"Encore Industries, Inc.",82116.0
3098,"ROIZ, LLC",82075.0
5643,"Camre Enterprises, LLC",81975.0
92,Carolou Holdings Limiter Partnership,81972.0
5630,Buds Floral Importers & Distributors,81948.0
684,CBB Solar LLC.,81916.0
9488,CST Properties LLC,81900.0
7529,Rotax Metals,81898.0
9935,"Neumann Solar Leasing, LLC",81816.0
6952,"Sophia Santa Fe, LLC",81784.0
9007,Safeway Auto Sales Inc,81781.0
3214,Garrett Farms,81750.0
517,2140 Taylor LLC,81708.0
5090,Outback Wholesale Inc,81685.0
8200,1001 Phillips Street LLC,81648.0
4690,Fred Schmidt,81602.0
1529,"Towne MFG, LLC",81600.0
3474,"Sunlogics Energy Solutions, LLC",81463.0
5435,6605-9 Smith Ave Associates Inc.,81446.0
7484,Optima Foods,81322.0
4852,"Valley Office Partners, Ltd Partnership",81300.0
1019,Kliewer Farms,81259.0
2333,"Chestnut Hill South, LLC",81252.0
188,Joseph J. Binsfeld,81235.0
4772,Blattner Energy,81063.0
3926,Hertz Corporation,81041.0
2448,"TS Smith & Son, Inc.",81041.0
4764,Aveda Corporation,81028.0
5423,4D’S LLC ,81000.0
6765,The Robbins Pharmacy Inc,80968.0
5861,FCF Associates. T/A Colmar Home Center,80940.0
8558,Lloyd Kurtz,80937.0
9234,Physicians Venture Fund,80900.0
2036,Pickering's LLC,80828.0
6082,John C. Ernst Co. Inc.,80809.0
7242,Bowman Orchards LLC,80789.0
1585,Watson Land Company,80713.0
5818,Electronics Manufacturing Co.,80689.0
4104,Rockdale West LLC - Claremont Company Inc,80664.0
2925,Aloha Shoyu Company,80639.0
8625,"New Holland Properties, Inc.",80613.0
6088,JSN Properties LLC,80604.0
6589,Sharp Road LLC,80585.0
5944,Goffle Road Poultry Farm,80534.0
7767,"CTL Engineering, Inc.",80529.0
5673,Chez Dance Studio,80498.0
6493,Ridgewood Energy Corporation,80481.0
4666,Allan Mandelko,80400.0
4692,Gary Kranz,80400.0
4710,Lawren & Marina Castner,80400.0
4729,Rodney Fragodt,80280.0
3088,Pro-File Record Systems,80272.0
219,"McClendon Livestock Enterprises, Inc.",80161.0
8093,"Solar Apartment, LLC",80135.0
7417,Lamar Lighting,80100.0
1810,"BrightGrid Solar, Inc.",80096.0
7438,Majestic Properties LLC,80059.0
3329,"Murray Farm, Ltd.",79959.0
5598,Bolero Corporation,79898.0
8435,Hartman Design Inc.,79886.0
5433,"628 Associates, LP",79772.0
901,"Green Warrior, Inc.",79767.0
8587,Marvin Nolt,79766.0
2719,Westwood Solar Two LLC,79650.0
2718,Westwood Solar Three LLC,79650.0
3753,Assumption Solar LLC,79633.0
746,Dale Stickney Construction Inc,79613.0
2938,Bijli Solar LLC,79600.0
8230,ASI Holding,79566.0
9500,"Kailash Inc., DBA Super 8",79551.0
7552,SH Housing Associated LLC,79541.0
6948,"Silver Gardens I, LLC",79530.0
3296,Al Kanengieter,79500.0
4575,Heath Krohn Farms LLC,79500.0
6047,Island Marine Center LLC,79473.0
4812,"Metro RV & Mini Storage, Inc.",79395.0
7152,"1000 Park Plaza Co., LLC",79395.0
8201,"1531 Commerce, LLC",79380.0
4117,Schultz Farm,79344.0
4699,"Hurricane One, LLC",79200.0
4740,"Tornado One, LLC",79200.0
1181,Olson Visual,79170.0
3720,A. R. Sandri Inc.,79022.0
726,Colton Storage Partners,78953.0
4364,Hertz Equipment Rental Corporation,78906.0
189,"Junction Development, LLC",78875.0
6184,LouBo Inc.,78736.0
6092,Kaitanna Properties,78732.0
7413,Kubasek Owners LLC,78624.0
6168,Lexinsa LLC,78608.0
7848,Recto Molded Products Inc,78579.0
8567,"Luzerne Products, Inc",78549.0
52,Arc Rack LLC,78488.0
6863,"West New York Apartments, LLC",78473.0
6680,"Stomel Vending Company, Inc",78378.0
2843,"Hannah Solar Energy Farm #5, LLC",78360.0
3643,"Renewal Homes III, LLC",78300.0
6083,John Joseph Realty,78300.0
4672,Brad Toegel,78133.0
8255,Berwyn Squash & Fitness Club Inc.,78119.0
7410,Kling Magnetics,78092.0
861,General Magnaplate Corp,78030.0
1871,DRM Renewable Energy LLC,78017.0
96,Christensen Computer Company,78000.0
3195,Beierschmitt Farm,78000.0
8531,"Koaxis, Inc.",77969.0
2676,SP Burlington Senior LP,77933.0
5004,"MU Renewable Energy Company, LLC",77822.0
2627,"Millhopper Montessori School, LLC",77799.0
9024,"Westfield Solar, Inc",77764.0
4025,Murray Paving and Reclamation,77747.0
6142,Laka Corporation,77713.0
1547,Universal Chung Wah Funeral Directors,77711.0
3219,Howard R Green Company,77700.0
3234,Lincoln 1 Pork Llc.,77700.0
3206,Dallas Pork Llc.,77700.0
4523,"MS&D Development,LLC",77557.0
7360,Hempstead Sentinel Inc,77475.0
8033,Evans Farms LLC,77424.0
7805,"Horizons Video & Film, Inc. (dba Horizons Companies)",77409.0
889,GoGreen 2363 Van Ness LLC,77400.0
