,technology,plant_state,operating_year,nameplate_cap
2907,Natural Gas Fired Combustion Turbine,CA,1976,332.70000000000005
2908,Natural Gas Fired Combustion Turbine,CA,1979,24.9
2909,Natural Gas Fired Combustion Turbine,CA,1981,71.2
2910,Natural Gas Fired Combustion Turbine,CA,1982,54.60000000000001
2911,Natural Gas Fired Combustion Turbine,CA,1983,28.0
2912,Natural Gas Fired Combustion Turbine,CA,1984,54.2
2913,Natural Gas Fired Combustion Turbine,CA,1985,453.29999999999995
2914,Natural Gas Fired Combustion Turbine,CA,1986,442.8999999999999
2915,Natural Gas Fired Combustion Turbine,CA,1987,379.0999999999999
2916,Natural Gas Fired Combustion Turbine,CA,1988,117.9
2917,Natural Gas Fired Combustion Turbine,CA,1989,575.6999999999999
2918,Natural Gas Fired Combustion Turbine,CA,1990,219.0
2919,Natural Gas Fired Combustion Turbine,CA,1991,256.7
2920,Natural Gas Fired Combustion Turbine,CA,1992,47.2
2921,Natural Gas Fired Combustion Turbine,CA,1993,50.4
2922,Natural Gas Fired Combustion Turbine,CA,1994,46.6
2923,Natural Gas Fired Combustion Turbine,CA,1995,106.8
2924,Natural Gas Fired Combustion Turbine,CA,1996,173.3
2925,Natural Gas Fired Combustion Turbine,CA,2001,879.2000000000004
2926,Natural Gas Fired Combustion Turbine,CA,2002,822.4000000000001
2927,Natural Gas Fired Combustion Turbine,CA,2003,413.79999999999995
2928,Natural Gas Fired Combustion Turbine,CA,2004,183.20000000000002
2929,Natural Gas Fired Combustion Turbine,CA,2005,178.6
2930,Natural Gas Fired Combustion Turbine,CA,2006,221.0
2931,Natural Gas Fired Combustion Turbine,CA,2007,203.79999999999998
2932,Natural Gas Fired Combustion Turbine,CA,2008,124.5
2933,Natural Gas Fired Combustion Turbine,CA,2009,624.8
2934,Natural Gas Fired Combustion Turbine,CA,2010,172.5
2935,Natural Gas Fired Combustion Turbine,CA,2011,296.0
2936,Natural Gas Fired Combustion Turbine,CA,2012,435.3999999999999
2937,Natural Gas Fired Combustion Turbine,CA,2013,2830.2999999999997
2938,Natural Gas Fired Combustion Turbine,CA,2014,59.1
2939,Natural Gas Fired Combustion Turbine,CA,2015,232.0
2940,Natural Gas Fired Combustion Turbine,CA,2016,406.70000000000005
2941,Natural Gas Fired Combustion Turbine,CA,2017,9.6
2942,Natural Gas Fired Combustion Turbine,CA,2018,659.0
2943,Natural Gas Fired Combustion Turbine,CO,1972,100.8
2944,Natural Gas Fired Combustion Turbine,CO,1973,112.5
2945,Natural Gas Fired Combustion Turbine,CO,1977,26.6
2946,Natural Gas Fired Combustion Turbine,CO,1990,30.200000000000003
2947,Natural Gas Fired Combustion Turbine,CO,1996,37.0
2948,Natural Gas Fired Combustion Turbine,CO,1999,75.6
2949,Natural Gas Fired Combustion Turbine,CO,2000,371.1
2950,Natural Gas Fired Combustion Turbine,CO,2001,299.1
2951,Natural Gas Fired Combustion Turbine,CO,2002,576.3000000000001
2952,Natural Gas Fired Combustion Turbine,CO,2003,397.8
2953,Natural Gas Fired Combustion Turbine,CO,2004,89.3
2954,Natural Gas Fired Combustion Turbine,CO,2007,420.0
2955,Natural Gas Fired Combustion Turbine,CO,2008,149.6
2956,Natural Gas Fired Combustion Turbine,CO,2009,280.6
2957,Natural Gas Fired Combustion Turbine,CO,2012,200.0
2958,Natural Gas Fired Combustion Turbine,CO,2016,40.0
2959,Natural Gas Fired Combustion Turbine,CT,1992,25.8
2960,Natural Gas Fired Combustion Turbine,CT,2001,250.0
2961,Natural Gas Fired Combustion Turbine,CT,2005,14.6
2962,Natural Gas Fired Combustion Turbine,CT,2007,88.5
2963,Natural Gas Fired Combustion Turbine,CT,2008,16.1
2964,Natural Gas Fired Combustion Turbine,CT,2009,114.6
2965,Natural Gas Fired Combustion Turbine,CT,2011,13.5
2966,Natural Gas Fired Combustion Turbine,CT,2018,100.0
2967,Natural Gas Fired Combustion Turbine,DC,2004,10.8
2968,Natural Gas Fired Combustion Turbine,DE,1991,45.1
2969,Natural Gas Fired Combustion Turbine,DE,2000,184.0
2970,Natural Gas Fired Combustion Turbine,DE,2001,50.0
2971,Natural Gas Fired Combustion Turbine,DE,2002,45.0
2972,Natural Gas Fired Combustion Turbine,DE,2012,51.0
2973,Natural Gas Fired Combustion Turbine,FL,1962,22.4
2974,Natural Gas Fired Combustion Turbine,FL,1968,33.7
2975,Natural Gas Fired Combustion Turbine,FL,1969,67.4
2976,Natural Gas Fired Combustion Turbine,FL,1970,111.30000000000001
2977,Natural Gas Fired Combustion Turbine,FL,1971,42.9
2978,Natural Gas Fired Combustion Turbine,FL,1972,110.8
2979,Natural Gas Fired Combustion Turbine,FL,1973,26.6
2980,Natural Gas Fired Combustion Turbine,FL,1976,49.2
2981,Natural Gas Fired Combustion Turbine,FL,1980,131.8
2982,Natural Gas Fired Combustion Turbine,FL,1983,2.5
2983,Natural Gas Fired Combustion Turbine,FL,1986,3.0
2984,Natural Gas Fired Combustion Turbine,FL,1987,8.6
2985,Natural Gas Fired Combustion Turbine,FL,1989,86.3
2986,Natural Gas Fired Combustion Turbine,FL,1990,46.8
2987,Natural Gas Fired Combustion Turbine,FL,1992,570.5
2988,Natural Gas Fired Combustion Turbine,FL,1993,590.0
2989,Natural Gas Fired Combustion Turbine,FL,1994,96.2
2990,Natural Gas Fired Combustion Turbine,FL,1996,96.1
2991,Natural Gas Fired Combustion Turbine,FL,1998,14.100000000000001
2992,Natural Gas Fired Combustion Turbine,FL,2000,582.6999999999999
2993,Natural Gas Fired Combustion Turbine,FL,2001,585.0
2994,Natural Gas Fired Combustion Turbine,FL,2002,2264.8
2995,Natural Gas Fired Combustion Turbine,FL,2003,376.4
2996,Natural Gas Fired Combustion Turbine,FL,2005,121.0
2997,Natural Gas Fired Combustion Turbine,FL,2006,310.0
2998,Natural Gas Fired Combustion Turbine,FL,2007,198.8
2999,Natural Gas Fired Combustion Turbine,FL,2009,530.6999999999999
3000,Natural Gas Fired Combustion Turbine,FL,2011,380.8
3001,Natural Gas Fired Combustion Turbine,FL,2015,8.2
3002,Natural Gas Fired Combustion Turbine,FL,2016,1631.6
3003,Natural Gas Fired Combustion Turbine,GA,1957,5.0
3004,Natural Gas Fired Combustion Turbine,GA,1971,83.6
3005,Natural Gas Fired Combustion Turbine,GA,1986,50.4
3006,Natural Gas Fired Combustion Turbine,GA,1989,37.1
3007,Natural Gas Fired Combustion Turbine,GA,1994,967.8
3008,Natural Gas Fired Combustion Turbine,GA,1995,386.4
3009,Natural Gas Fired Combustion Turbine,GA,1999,341.6
3010,Natural Gas Fired Combustion Turbine,GA,2000,2842.8000000000006
3011,Natural Gas Fired Combustion Turbine,GA,2001,1923.2000000000003
3012,Natural Gas Fired Combustion Turbine,GA,2002,1731.6000000000001
3013,Natural Gas Fired Combustion Turbine,GA,2003,1037.6
3014,Natural Gas Fired Combustion Turbine,IA,1966,64.0
3015,Natural Gas Fired Combustion Turbine,IA,1967,32.0
3016,Natural Gas Fired Combustion Turbine,IA,1968,51.6
3017,Natural Gas Fired Combustion Turbine,IA,1969,36.0
3018,Natural Gas Fired Combustion Turbine,IA,1970,72.0
3019,Natural Gas Fired Combustion Turbine,IA,1974,157.6
3020,Natural Gas Fired Combustion Turbine,IA,1975,71.2
3021,Natural Gas Fired Combustion Turbine,IA,1978,381.9
3022,Natural Gas Fired Combustion Turbine,IA,1990,82.8
3023,Natural Gas Fired Combustion Turbine,IA,1994,136.4
3024,Natural Gas Fired Combustion Turbine,IA,1995,19.7
3025,Natural Gas Fired Combustion Turbine,IA,1996,19.7
3026,Natural Gas Fired Combustion Turbine,IA,1999,10.0
3027,Natural Gas Fired Combustion Turbine,IA,2000,23.8
3028,Natural Gas Fired Combustion Turbine,IA,2004,210.1
3029,Natural Gas Fired Combustion Turbine,IA,2006,3.0
3030,Natural Gas Fired Combustion Turbine,IA,2007,60.5
3031,Natural Gas Fired Combustion Turbine,IA,2016,38.5
3032,Natural Gas Fired Combustion Turbine,IA,2017,4.3
3033,Natural Gas Fired Combustion Turbine,ID,1994,166.4
3034,Natural Gas Fired Combustion Turbine,ID,2001,91.8
3035,Natural Gas Fired Combustion Turbine,ID,2005,172.8
3036,Natural Gas Fired Combustion Turbine,ID,2008,179.1
3037,Natural Gas Fired Combustion Turbine,ID,2015,5.6
3038,Natural Gas Fired Combustion Turbine,IL,1970,72.0
3039,Natural Gas Fired Combustion Turbine,IL,1974,193.5
3040,Natural Gas Fired Combustion Turbine,IL,1987,3.5
3041,Natural Gas Fired Combustion Turbine,IL,1988,36.0
3042,Natural Gas Fired Combustion Turbine,IL,1990,9.5
3043,Natural Gas Fired Combustion Turbine,IL,1991,7.4
3044,Natural Gas Fired Combustion Turbine,IL,1993,4.2
3045,Natural Gas Fired Combustion Turbine,IL,1995,4.7
3046,Natural Gas Fired Combustion Turbine,IL,1996,9.6
3047,Natural Gas Fired Combustion Turbine,IL,1997,138.6
3048,Natural Gas Fired Combustion Turbine,IL,1999,1374.1
3049,Natural Gas Fired Combustion Turbine,IL,2000,2126.6
3050,Natural Gas Fired Combustion Turbine,IL,2001,3657.4000000000005
3051,Natural Gas Fired Combustion Turbine,IL,2002,3672.8
3052,Natural Gas Fired Combustion Turbine,IL,2003,1067.6000000000001
3053,Natural Gas Fired Combustion Turbine,IL,2005,542.8
3054,Natural Gas Fired Combustion Turbine,IL,2012,7.0
3055,Natural Gas Fired Combustion Turbine,IL,2016,54.3
3056,Natural Gas Fired Combustion Turbine,IN,1963,10.7
3057,Natural Gas Fired Combustion Turbine,IN,1964,11.5
3058,Natural Gas Fired Combustion Turbine,IN,1968,37.5
3059,Natural Gas Fired Combustion Turbine,IN,1979,258.0
3060,Natural Gas Fired Combustion Turbine,IN,1981,88.8
3061,Natural Gas Fired Combustion Turbine,IN,1991,88.2
3062,Natural Gas Fired Combustion Turbine,IN,1992,165.6
3063,Natural Gas Fired Combustion Turbine,IN,1993,112.5
3064,Natural Gas Fired Combustion Turbine,IN,1994,83.0
3065,Natural Gas Fired Combustion Turbine,IN,1995,275.0
3066,Natural Gas Fired Combustion Turbine,IN,1997,42.0
3067,Natural Gas Fired Combustion Turbine,IN,2000,1689.3999999999996
3068,Natural Gas Fired Combustion Turbine,IN,2001,502.5
3069,Natural Gas Fired Combustion Turbine,IN,2002,249.2
3070,Natural Gas Fired Combustion Turbine,IN,2004,85.9
3071,Natural Gas Fired Combustion Turbine,IN,2005,402.0
3072,Natural Gas Fired Combustion Turbine,IN,2017,108.0
3073,Natural Gas Fired Combustion Turbine,KS,1962,11.0
3074,Natural Gas Fired Combustion Turbine,KS,1967,11.5
3075,Natural Gas Fired Combustion Turbine,KS,1968,31.0
3076,Natural Gas Fired Combustion Turbine,KS,1970,16.0
3077,Natural Gas Fired Combustion Turbine,KS,1973,72.4
3078,Natural Gas Fired Combustion Turbine,KS,1974,298.0
3079,Natural Gas Fired Combustion Turbine,KS,1976,71.2
3080,Natural Gas Fired Combustion Turbine,KS,1979,142.4
3081,Natural Gas Fired Combustion Turbine,KS,1982,43.7
3082,Natural Gas Fired Combustion Turbine,KS,1988,32.6
3083,Natural Gas Fired Combustion Turbine,KS,1989,20.0
3084,Natural Gas Fired Combustion Turbine,KS,1990,39.2
3085,Natural Gas Fired Combustion Turbine,KS,1996,38.9
3086,Natural Gas Fired Combustion Turbine,KS,1998,115.6
3087,Natural Gas Fired Combustion Turbine,KS,2000,196.6
3088,Natural Gas Fired Combustion Turbine,KS,2001,178.5
3089,Natural Gas Fired Combustion Turbine,KS,2002,75.0
3090,Natural Gas Fired Combustion Turbine,KS,2003,510.0
3091,Natural Gas Fired Combustion Turbine,KS,2006,94.0
3092,Natural Gas Fired Combustion Turbine,KS,2008,387.4
3093,Natural Gas Fired Combustion Turbine,KS,2009,342.8
3094,Natural Gas Fired Combustion Turbine,KY,1968,64.9
3095,Natural Gas Fired Combustion Turbine,KY,1969,18.0
3096,Natural Gas Fired Combustion Turbine,KY,1970,41.4
3097,Natural Gas Fired Combustion Turbine,KY,1976,98.8
3098,Natural Gas Fired Combustion Turbine,KY,1994,126.0
3099,Natural Gas Fired Combustion Turbine,KY,1995,252.0
3100,Natural Gas Fired Combustion Turbine,KY,1996,126.0
3101,Natural Gas Fired Combustion Turbine,KY,1999,800.5999999999999
3102,Natural Gas Fired Combustion Turbine,KY,2000,26.7
3103,Natural Gas Fired Combustion Turbine,KY,2001,1207.0
3104,Natural Gas Fired Combustion Turbine,KY,2002,2170.0
3105,Natural Gas Fired Combustion Turbine,KY,2004,796.0
3106,Natural Gas Fired Combustion Turbine,KY,2005,196.0
3107,Natural Gas Fired Combustion Turbine,KY,2010,316.0
3108,Natural Gas Fired Combustion Turbine,LA,1969,16.0
3109,Natural Gas Fired Combustion Turbine,LA,1974,24.7
3110,Natural Gas Fired Combustion Turbine,LA,1977,75.6
3111,Natural Gas Fired Combustion Turbine,LA,1978,73.1
3112,Natural Gas Fired Combustion Turbine,LA,1985,35.7
3113,Natural Gas Fired Combustion Turbine,LA,1986,154.4
3114,Natural Gas Fired Combustion Turbine,LA,1990,130.89999999999998
3115,Natural Gas Fired Combustion Turbine,LA,1995,25.0
3116,Natural Gas Fired Combustion Turbine,LA,1996,38.8
3117,Natural Gas Fired Combustion Turbine,LA,1997,306.0
3118,Natural Gas Fired Combustion Turbine,LA,1998,41.2
3119,Natural Gas Fired Combustion Turbine,LA,1999,23.5
3120,Natural Gas Fired Combustion Turbine,LA,2000,366.20000000000005
3121,Natural Gas Fired Combustion Turbine,LA,2001,736.8
3122,Natural Gas Fired Combustion Turbine,LA,2002,496.0
3123,Natural Gas Fired Combustion Turbine,LA,2004,27.1
3124,Natural Gas Fired Combustion Turbine,LA,2005,100.8
3125,Natural Gas Fired Combustion Turbine,LA,2006,100.8
3126,Natural Gas Fired Combustion Turbine,LA,2011,56.5
3127,Natural Gas Fired Combustion Turbine,LA,2016,39.2
3128,Natural Gas Fired Combustion Turbine,MA,1971,21.3
3129,Natural Gas Fired Combustion Turbine,MA,1990,43.6
3130,Natural Gas Fired Combustion Turbine,MA,1995,21.2
3131,Natural Gas Fired Combustion Turbine,MA,2002,120.0
3132,Natural Gas Fired Combustion Turbine,MA,2003,25.0
3133,Natural Gas Fired Combustion Turbine,MA,2006,1.2
3134,Natural Gas Fired Combustion Turbine,MA,2008,5.3
3135,Natural Gas Fired Combustion Turbine,MA,2009,139.3
3136,Natural Gas Fired Combustion Turbine,MA,2011,7.2
3137,Natural Gas Fired Combustion Turbine,MA,2013,7.5
3138,Natural Gas Fired Combustion Turbine,MA,2015,11.2
3139,Natural Gas Fired Combustion Turbine,MA,2017,13.8
3140,Natural Gas Fired Combustion Turbine,MD,1969,265.5
3141,Natural Gas Fired Combustion Turbine,MD,1978,28.200000000000003
3142,Natural Gas Fired Combustion Turbine,MD,1991,456.0
3143,Natural Gas Fired Combustion Turbine,MD,1992,326.0
3144,Natural Gas Fired Combustion Turbine,MD,1995,192.0
3145,Natural Gas Fired Combustion Turbine,MD,2003,798.9
3146,Natural Gas Fired Combustion Turbine,MD,2008,4.3
3147,Natural Gas Fired Combustion Turbine,MD,2009,67.69999999999999
3148,Natural Gas Fired Combustion Turbine,MD,2010,4.3
3149,Natural Gas Fired Combustion Turbine,MD,2015,141.0
3150,Natural Gas Fired Combustion Turbine,MD,2016,7.9
3151,Natural Gas Fired Combustion Turbine,MD,2018,28.0
3152,Natural Gas Fired Combustion Turbine,ME,1999,109.0
3153,Natural Gas Fired Combustion Turbine,ME,2000,54.5
3154,Natural Gas Fired Combustion Turbine,ME,2006,3.8
3155,Natural Gas Fired Combustion Turbine,MI,1966,89.8
3156,Natural Gas Fired Combustion Turbine,MI,1967,73.0
3157,Natural Gas Fired Combustion Turbine,MI,1968,18.5
3158,Natural Gas Fired Combustion Turbine,MI,1969,19.6
3159,Natural Gas Fired Combustion Turbine,MI,1970,41.8
3160,Natural Gas Fired Combustion Turbine,MI,1971,23.4
3161,Natural Gas Fired Combustion Turbine,MI,1972,23.7
3162,Natural Gas Fired Combustion Turbine,MI,1986,2.8
3163,Natural Gas Fired Combustion Turbine,MI,1989,3.0
3164,Natural Gas Fired Combustion Turbine,MI,1990,3.8
3165,Natural Gas Fired Combustion Turbine,MI,1992,78.2
3166,Natural Gas Fired Combustion Turbine,MI,1995,21.2
3167,Natural Gas Fired Combustion Turbine,MI,1999,954.5999999999999
3168,Natural Gas Fired Combustion Turbine,MI,2000,275.7
3169,Natural Gas Fired Combustion Turbine,MI,2001,787.0
3170,Natural Gas Fired Combustion Turbine,MI,2002,1540.1000000000004
3171,Natural Gas Fired Combustion Turbine,MI,2006,14.3
3172,Natural Gas Fired Combustion Turbine,MI,2013,3.7
3173,Natural Gas Fired Combustion Turbine,MI,2016,465.5
3174,Natural Gas Fired Combustion Turbine,MI,2018,7.8
3175,Natural Gas Fired Combustion Turbine,MN,1969,72.0
3176,Natural Gas Fired Combustion Turbine,MN,1972,280.8
3177,Natural Gas Fired Combustion Turbine,MN,1975,35.0
3178,Natural Gas Fired Combustion Turbine,MN,1982,19.0
3179,Natural Gas Fired Combustion Turbine,MN,1996,4.7
3180,Natural Gas Fired Combustion Turbine,MN,2001,944.7999999999998
3181,Natural Gas Fired Combustion Turbine,MN,2002,182.70000000000002
3182,Natural Gas Fired Combustion Turbine,MN,2003,50.0
3183,Natural Gas Fired Combustion Turbine,MN,2005,332.6
3184,Natural Gas Fired Combustion Turbine,MN,2007,169.2
3185,Natural Gas Fired Combustion Turbine,MN,2008,346.8
3186,Natural Gas Fired Combustion Turbine,MN,2009,191.3
3187,Natural Gas Fired Combustion Turbine,MN,2017,21.0
3188,Natural Gas Fired Combustion Turbine,MN,2018,238.0
3189,Natural Gas Fired Combustion Turbine,MO,1963,12.5
3190,Natural Gas Fired Combustion Turbine,MO,1972,55.400000000000006
3191,Natural Gas Fired Combustion Turbine,MO,1974,109.0
3192,Natural Gas Fired Combustion Turbine,MO,1975,129.4
3193,Natural Gas Fired Combustion Turbine,MO,1977,100.7
3194,Natural Gas Fired Combustion Turbine,MO,1978,129.0
3195,Natural Gas Fired Combustion Turbine,MO,1979,64.7
3196,Natural Gas Fired Combustion Turbine,MO,1981,214.0
3197,Natural Gas Fired Combustion Turbine,MO,1983,109.0
3198,Natural Gas Fired Combustion Turbine,MO,1986,80.0
3199,Natural Gas Fired Combustion Turbine,MO,1989,96.0
3200,Natural Gas Fired Combustion Turbine,MO,1992,101.5
3201,Natural Gas Fired Combustion Turbine,MO,1995,123.0
3202,Natural Gas Fired Combustion Turbine,MO,1996,40.0
3203,Natural Gas Fired Combustion Turbine,MO,1999,436.8
3204,Natural Gas Fired Combustion Turbine,MO,2000,267.8
3205,Natural Gas Fired Combustion Turbine,MO,2001,977.2
3206,Natural Gas Fired Combustion Turbine,MO,2002,713.6999999999998
3207,Natural Gas Fired Combustion Turbine,MO,2003,131.0
3208,Natural Gas Fired Combustion Turbine,MO,2005,351.0
3209,Natural Gas Fired Combustion Turbine,MO,2007,13.3
3210,Natural Gas Fired Combustion Turbine,MO,2015,27.6
3211,Natural Gas Fired Combustion Turbine,MS,1967,33.2
3212,Natural Gas Fired Combustion Turbine,MS,1970,41.9
3213,Natural Gas Fired Combustion Turbine,MS,1971,77.9
3214,Natural Gas Fired Combustion Turbine,MS,1984,25.0
3215,Natural Gas Fired Combustion Turbine,MS,1991,4.2
3216,Natural Gas Fired Combustion Turbine,MS,1994,101.3
3217,Natural Gas Fired Combustion Turbine,MS,1995,4.8
3218,Natural Gas Fired Combustion Turbine,MS,1997,83.0
3219,Natural Gas Fired Combustion Turbine,MS,2002,678.4000000000001
3220,Natural Gas Fired Combustion Turbine,MS,2003,224.5
3221,Natural Gas Fired Combustion Turbine,MS,2004,83.5
3222,Natural Gas Fired Combustion Turbine,MS,2005,83.5
3223,Natural Gas Fired Combustion Turbine,MS,2006,83.5
3224,Natural Gas Fired Combustion Turbine,MS,2018,7.2
3225,Natural Gas Fired Combustion Turbine,MT,1972,23.3
3226,Natural Gas Fired Combustion Turbine,MT,1979,40.7
3227,Natural Gas Fired Combustion Turbine,MT,2003,43.0
3228,Natural Gas Fired Combustion Turbine,MT,2010,91.0
3229,Natural Gas Fired Combustion Turbine,MT,2011,203.10000000000002
3230,Natural Gas Fired Combustion Turbine,NC,1976,28.8
3231,Natural Gas Fired Combustion Turbine,NC,1977,28.8
3232,Natural Gas Fired Combustion Turbine,NC,1992,35.5
3233,Natural Gas Fired Combustion Turbine,NC,1993,4.0
3234,Natural Gas Fired Combustion Turbine,NC,1995,1332.1999999999998
3235,Natural Gas Fired Combustion Turbine,NC,1996,438.4
3236,Natural Gas Fired Combustion Turbine,NC,1999,211.7
3237,Natural Gas Fired Combustion Turbine,NC,2000,1970.1000000000001
3238,Natural Gas Fired Combustion Turbine,NC,2001,1395.8000000000002
3239,Natural Gas Fired Combustion Turbine,NC,2002,199.4
3240,Natural Gas Fired Combustion Turbine,NC,2007,630.3
3241,Natural Gas Fired Combustion Turbine,NC,2009,198.9
3242,Natural Gas Fired Combustion Turbine,NC,2010,30.0
3243,Natural Gas Fired Combustion Turbine,NC,2012,747.2
3244,Natural Gas Fired Combustion Turbine,NC,2013,57.3
3245,Natural Gas Fired Combustion Turbine,NC,2017,121.0
3246,Natural Gas Fired Combustion Turbine,ND,2013,121.0
3247,Natural Gas Fired Combustion Turbine,ND,2014,209.0
3248,Natural Gas Fired Combustion Turbine,ND,2015,121.0
3249,Natural Gas Fired Combustion Turbine,ND,2017,121.0
3250,Natural Gas Fired Combustion Turbine,NE,1968,16.0
3251,Natural Gas Fired Combustion Turbine,NE,1972,159.8
3252,Natural Gas Fired Combustion Turbine,NE,1973,56.7
3253,Natural Gas Fired Combustion Turbine,NE,1975,72.4
3254,Natural Gas Fired Combustion Turbine,NE,1996,106.3
3255,Natural Gas Fired Combustion Turbine,NE,1997,95.4
3256,Natural Gas Fired Combustion Turbine,NE,2000,117.8
3257,Natural Gas Fired Combustion Turbine,NE,2001,95.4
3258,Natural Gas Fired Combustion Turbine,NE,2003,572.3
3259,Natural Gas Fired Combustion Turbine,NH,2000,5.0
3260,Natural Gas Fired Combustion Turbine,NJ,1972,159.0
3261,Natural Gas Fired Combustion Turbine,NJ,1973,136.8
3262,Natural Gas Fired Combustion Turbine,NJ,1974,71.2
3263,Natural Gas Fired Combustion Turbine,NJ,1989,87.3
3264,Natural Gas Fired Combustion Turbine,NJ,1990,193.0
3265,Natural Gas Fired Combustion Turbine,NJ,1991,143.3
3266,Natural Gas Fired Combustion Turbine,NJ,1992,9.5
3267,Natural Gas Fired Combustion Turbine,NJ,1995,196.6
3268,Natural Gas Fired Combustion Turbine,NJ,1996,15.5
3269,Natural Gas Fired Combustion Turbine,NJ,2000,434.20000000000005
3270,Natural Gas Fired Combustion Turbine,NJ,2001,242.0
3271,Natural Gas Fired Combustion Turbine,NJ,2002,5.0
3272,Natural Gas Fired Combustion Turbine,NJ,2003,383.0
3273,Natural Gas Fired Combustion Turbine,NJ,2004,10.6
3274,Natural Gas Fired Combustion Turbine,NJ,2009,131.8
3275,Natural Gas Fired Combustion Turbine,NJ,2010,7.5
3276,Natural Gas Fired Combustion Turbine,NJ,2012,947.8000000000001
3277,Natural Gas Fired Combustion Turbine,NJ,2015,73.0
3278,Natural Gas Fired Combustion Turbine,NJ,2018,132.0
3279,Natural Gas Fired Combustion Turbine,NM,1963,11.5
3280,Natural Gas Fired Combustion Turbine,NM,1976,86.9
3281,Natural Gas Fired Combustion Turbine,NM,1994,18.6
3282,Natural Gas Fired Combustion Turbine,NM,1996,4.7
3283,Natural Gas Fired Combustion Turbine,NM,1998,253.8
3284,Natural Gas Fired Combustion Turbine,NM,2000,150.0
3285,Natural Gas Fired Combustion Turbine,NM,2002,88.0
3286,Natural Gas Fired Combustion Turbine,NM,2003,186.0
3287,Natural Gas Fired Combustion Turbine,NM,2005,7.0
3288,Natural Gas Fired Combustion Turbine,NM,2008,166.7
3289,Natural Gas Fired Combustion Turbine,NM,2013,131.8
3290,Natural Gas Fired Combustion Turbine,NM,2014,6.7
3291,Natural Gas Fired Combustion Turbine,NM,2015,42.3
3292,Natural Gas Fired Combustion Turbine,NV,1973,72.4
3293,Natural Gas Fired Combustion Turbine,NV,1991,222.0
3294,Natural Gas Fired Combustion Turbine,NV,1994,170.0
3295,Natural Gas Fired Combustion Turbine,NV,1995,101.5
3296,Natural Gas Fired Combustion Turbine,NV,2006,85.0
3297,Natural Gas Fired Combustion Turbine,NV,2008,724.4
3298,Natural Gas Fired Combustion Turbine,NV,2009,8.6
3299,Natural Gas Fired Combustion Turbine,NY,1967,33.6
3300,Natural Gas Fired Combustion Turbine,NY,1969,478.20000000000005
3301,Natural Gas Fired Combustion Turbine,NY,1970,646.7999999999998
3302,Natural Gas Fired Combustion Turbine,NY,1971,487.20000000000005
3303,Natural Gas Fired Combustion Turbine,NY,1972,440.4
3304,Natural Gas Fired Combustion Turbine,NY,1986,5.8
3305,Natural Gas Fired Combustion Turbine,NY,1988,3.8
3306,Natural Gas Fired Combustion Turbine,NY,1992,47.7
3307,Natural Gas Fired Combustion Turbine,NY,1995,47.0
3308,Natural Gas Fired Combustion Turbine,NY,2000,7.0
3309,Natural Gas Fired Combustion Turbine,NY,2001,564.3
3310,Natural Gas Fired Combustion Turbine,NY,2002,437.8
3311,Natural Gas Fired Combustion Turbine,NY,2004,180.5
3312,Natural Gas Fired Combustion Turbine,NY,2005,360.0
3313,Natural Gas Fired Combustion Turbine,NY,2009,7.7
3314,Natural Gas Fired Combustion Turbine,NY,2010,4.6
3315,Natural Gas Fired Combustion Turbine,NY,2011,25.8
3316,Natural Gas Fired Combustion Turbine,NY,2013,4.6
3317,Natural Gas Fired Combustion Turbine,NY,2015,0.5
3318,Natural Gas Fired Combustion Turbine,NY,2016,7.5
3319,Natural Gas Fired Combustion Turbine,OH,1963,5.0
3320,Natural Gas Fired Combustion Turbine,OH,1965,100.0
3321,Natural Gas Fired Combustion Turbine,OH,1966,30.0
3322,Natural Gas Fired Combustion Turbine,OH,1968,32.6
3323,Natural Gas Fired Combustion Turbine,OH,1969,72.0
3324,Natural Gas Fired Combustion Turbine,OH,1970,117.8
3325,Natural Gas Fired Combustion Turbine,OH,1971,32.3
3326,Natural Gas Fired Combustion Turbine,OH,1988,16.0
3327,Natural Gas Fired Combustion Turbine,OH,1992,496.0
3328,Natural Gas Fired Combustion Turbine,OH,1993,95.3
3329,Natural Gas Fired Combustion Turbine,OH,1995,103.5
3330,Natural Gas Fired Combustion Turbine,OH,1996,106.1
3331,Natural Gas Fired Combustion Turbine,OH,1998,84.2
3332,Natural Gas Fired Combustion Turbine,OH,1999,11.0
3333,Natural Gas Fired Combustion Turbine,OH,2000,1140.5
3334,Natural Gas Fired Combustion Turbine,OH,2001,1209.6000000000001
3335,Natural Gas Fired Combustion Turbine,OH,2002,1953.6000000000004
3336,Natural Gas Fired Combustion Turbine,OH,2003,983.2
3337,Natural Gas Fired Combustion Turbine,OH,2004,7.5
3338,Natural Gas Fired Combustion Turbine,OH,2005,1.1
3339,Natural Gas Fired Combustion Turbine,OK,1971,82.0
3340,Natural Gas Fired Combustion Turbine,OK,1975,53.0
3341,Natural Gas Fired Combustion Turbine,OK,1976,106.0
3342,Natural Gas Fired Combustion Turbine,OK,2001,549.0
3343,Natural Gas Fired Combustion Turbine,OK,2003,60.5
3344,Natural Gas Fired Combustion Turbine,OK,2008,346.0
3345,Natural Gas Fired Combustion Turbine,OK,2009,135.0
3346,Natural Gas Fired Combustion Turbine,OK,2015,122.0
3347,Natural Gas Fired Combustion Turbine,OK,2017,462.0
3348,Natural Gas Fired Combustion Turbine,OR,2001,35.4
3349,Natural Gas Fired Combustion Turbine,OR,2002,117.6
